disease,lead_1,lead_2,mean_importance_score
LOWT,AVF,I,0.22948570035398005
LOWT,I,V4,0.17802898367245998
LOWT,I,V5,0.16141569601992767
LOWT,II,III,0.43744855744143335
LOWT,AVR,II,0.39292872761686637
LOWT,AVL,II,0.3680161237965029
LOWT,AVF,II,0.32548294690748053
LOWT,AVR,III,0.4087630316863457
LOWT,AVL,III,0.3800369462619224
LOWT,AVF,III,0.34668300350507103
LOWT,AVL,AVR,0.3586140157033999
LOWT,AVF,AVR,0.30197344824671757
LOWT,AVF,AVL,0.2687130489945412
LOWT,AVF,V4,0.18076112546026707
LOWT,AVF,V5,0.1716077892730633
LOWT,V1,V2,0.3449746867765983
LOWT,V1,V3,0.3452364689856768
LOWT,V1,V4,0.26387651465833195
LOWT,V1,V5,0.2666906708975633
LOWT,V1,V6,0.32129220254719265
LOWT,V2,V3,0.3442050946503878
LOWT,V2,V4,0.2533205242951712
LOWT,V2,V5,0.2578262859334549
LOWT,V2,V6,0.3318602040906748
LOWT,V3,V4,0.2556515887627999
LOWT,V3,V5,0.25104754030704496
LOWT,V3,V6,0.3365912509957949
LOWT,V4,V5,0.19319595118363697
LOWT,V4,V6,0.24235353176792465
LOWT,V5,V6,0.2483931612968445
ALMI,I,II,0.20083522946635887
ALMI,I,III,0.20778263811270395
ALMI,AVR,I,0.17902637060483292
ALMI,AVL,I,0.18960290369391444
ALMI,AVF,I,0.18443437360723816
ALMI,I,V4,0.1800307780106863
ALMI,I,V5,0.17433822649717332
ALMI,II,III,0.25291930165886883
ALMI,AVR,II,0.21468141008416816
ALMI,AVL,II,0.2302900367975235
ALMI,AVF,II,0.21835058077176409
ALMI,AVR,III,0.22052127070228256
ALMI,AVL,III,0.229193666100502
ALMI,AVF,III,0.22488234476248423
ALMI,AVL,AVR,0.19890110158920293
ALMI,AVF,AVR,0.19315553368131322
ALMI,AVF,AVL,0.19633495947718627
ALMI,AVF,V4,0.17575341036915784
ALMI,AVF,V5,0.1687737942437331
ALMI,V1,V2,0.42072402575612067
ALMI,V1,V3,0.4112775433758895
ALMI,V1,V4,0.3553703478574753
ALMI,V1,V5,0.34833340405424407
ALMI,V1,V6,0.4160657762289048
ALMI,V2,V3,0.39826515703399984
ALMI,V2,V4,0.3521737680633862
ALMI,V2,V5,0.34639073834816614
ALMI,V2,V6,0.4179717475871245
ALMI,V3,V4,0.34802304977178566
ALMI,V3,V5,0.3363398598631222
ALMI,V3,V6,0.4033355795542398
ALMI,V4,V5,0.258008592536052
ALMI,V4,V6,0.3445514611999194
ALMI,V5,V6,0.33806639497478796
STE_,I,II,0.3375042271614075
STE_,I,III,0.28571498930454253
STE_,AVR,I,0.2693362134695053
STE_,AVL,I,0.2888328218460083
STE_,AVF,I,0.3255453772842884
STE_,I,V4,0.30798425793647766
STE_,I,V5,0.27630277901887895
STE_,II,III,0.27082101672887804
STE_,AVR,II,0.25590493947267534
STE_,AVL,II,0.3246871741116047
STE_,AVF,II,0.3200768347084522
STE_,AVR,III,0.1765005162358284
STE_,AVL,III,0.24099643096327783
STE_,AVF,III,0.2583037830889225
STE_,AVL,AVR,0.21891936555504798
STE_,AVF,AVR,0.25558636263012885
STE_,AVF,AVL,0.2683519713580608
STE_,AVF,V4,0.2919196505844593
STE_,AVF,V5,0.2728832158446312
STE_,V1,V2,0.2537035518884659
STE_,V1,V3,0.2767501202225685
STE_,V1,V4,0.23218470975756644
STE_,V1,V5,0.24449558958411216
STE_,V1,V6,0.2468425041437149
STE_,V2,V3,0.29251978173851967
STE_,V2,V4,0.26335917398333547
STE_,V2,V5,0.26369549438357354
STE_,V2,V6,0.26881746143102647
STE_,V3,V4,0.27804994106292724
STE_,V3,V5,0.27983315750956533
STE_,V3,V6,0.280160264223814
STE_,V4,V5,0.30767184048891066
STE_,V4,V6,0.27909932523965836
STE_,V5,V6,0.2743579562008381
ISCLA,I,II,0.2648895373940468
ISCLA,I,III,0.30252962765594327
ISCLA,AVR,I,0.29265112514297176
ISCLA,AVL,I,0.25487345273296036
ISCLA,AVF,I,0.20906362605591616
ISCLA,I,V4,0.17224784185489017
ISCLA,I,V5,0.17008609461287655
ISCLA,II,III,0.45188986351092664
ISCLA,AVR,II,0.4285014927387239
ISCLA,AVL,II,0.3712351394196351
ISCLA,AVF,II,0.2806299279381832
ISCLA,AVR,III,0.4883437812079986
ISCLA,AVL,III,0.4266744865973792
ISCLA,AVF,III,0.32893309938410914
ISCLA,AVL,AVR,0.41534894141058115
ISCLA,AVF,AVR,0.3188905298461517
ISCLA,AVF,AVL,0.2721520860493183
ISCLA,AVF,V4,0.1732492412130038
ISCLA,AVF,V5,0.171229773859183
ISCLA,V1,V2,0.2891460778564214
ISCLA,V1,V3,0.2991197193910679
ISCLA,V1,V4,0.24458588560422265
ISCLA,V1,V5,0.23567612265547122
ISCLA,V1,V6,0.2709408317506314
ISCLA,V2,V3,0.3139419926951328
ISCLA,V2,V4,0.25708293358484907
ISCLA,V2,V5,0.2408160776396592
ISCLA,V2,V6,0.2867522477110227
ISCLA,V3,V4,0.2649336664378643
ISCLA,V3,V5,0.25064163528382777
ISCLA,V3,V6,0.2923024594783783
ISCLA,V4,V5,0.20201059641937413
ISCLA,V4,V6,0.24288791591922446
ISCLA,V5,V6,0.24171484480301542
BIGU,I,II,0.22035231687128543
BIGU,I,III,0.20607354052364826
BIGU,AVR,I,0.19925114713609218
BIGU,AVL,I,0.22578829549252988
BIGU,AVF,I,0.22156540162861346
BIGU,I,V4,0.24012887418270112
BIGU,I,V5,0.24024827316403388
BIGU,II,III,0.21877417892217635
BIGU,AVR,II,0.19571856327354908
BIGU,AVL,II,0.20963764935731888
BIGU,AVF,II,0.22098750308156012
BIGU,AVR,III,0.19419045500457288
BIGU,AVL,III,0.2076618902385235
BIGU,AVF,III,0.2142461647093296
BIGU,AVL,AVR,0.16660078935325145
BIGU,AVF,AVR,0.20221284970641137
BIGU,AVF,AVL,0.20093971498310567
BIGU,AVF,V4,0.24250674858689308
BIGU,AVF,V5,0.25008510030806064
BIGU,V1,V2,0.37017375268042085
BIGU,V1,V3,0.37946751311421395
BIGU,V1,V4,0.33333315446972844
BIGU,V1,V5,0.3463777957856655
BIGU,V1,V6,0.36056766800582407
BIGU,V2,V3,0.3736712907999754
BIGU,V2,V4,0.3102883565425873
BIGU,V2,V5,0.31782311014831066
BIGU,V2,V6,0.34864242628216746
BIGU,V3,V4,0.367213779091835
BIGU,V3,V5,0.3704560527950525
BIGU,V3,V6,0.40001265309751033
BIGU,V4,V5,0.3357595085352659
BIGU,V4,V6,0.35337252371013167
BIGU,V5,V6,0.36324998147785664
ISCAS,I,II,0.3122552866861224
ISCAS,I,III,0.35962513063102963
ISCAS,AVR,I,0.3397862197831273
ISCAS,AVL,I,0.3035337591171265
ISCAS,AVF,I,0.23651197239756583
ISCAS,I,V4,0.17927209440618752
ISCAS,I,V5,0.1773661133274436
ISCAS,II,III,0.5620334335789084
ISCAS,AVR,II,0.5294550614058972
ISCAS,AVL,II,0.4734502328932285
ISCAS,AVF,II,0.33270163990557194
ISCAS,AVR,III,0.5883425475656986
ISCAS,AVL,III,0.5562778141349554
ISCAS,AVF,III,0.3796840722858906
ISCAS,AVL,AVR,0.5183486034721136
ISCAS,AVF,AVR,0.343079650439322
ISCAS,AVF,AVL,0.3207841786369681
ISCAS,AVF,V4,0.18092793062329293
ISCAS,AVF,V5,0.1762979880720377
ISCAS,V1,V2,0.19790762461721897
ISCAS,V1,V3,0.20928904615342617
ISCAS,V1,V4,0.17970063019543886
ISCAS,V1,V5,0.17360632091760636
ISCAS,V1,V6,0.2067067823559046
ISCAS,V2,V3,0.2433086771517992
ISCAS,V2,V4,0.1939357902482152
ISCAS,V2,V5,0.18010335508733988
ISCAS,V2,V6,0.224789279140532
ISCAS,V3,V4,0.1947213638201356
ISCAS,V3,V5,0.18412760324776173
ISCAS,V3,V6,0.23011103492230178
ISCAS,V4,V5,0.15946055825799704
ISCAS,V4,V6,0.18677752789109944
ISCAS,V5,V6,0.18308187946677207
LNGQT,I,II,0.2688210104778409
LNGQT,I,III,0.3096319029480219
LNGQT,AVR,I,0.31354611553251743
LNGQT,AVL,I,0.26254583600908515
LNGQT,AVF,I,0.2099647681415081
LNGQT,I,V4,0.18412278454750777
LNGQT,I,V5,0.18497465319931508
LNGQT,II,III,0.44291699551045893
LNGQT,AVR,II,0.42419630475342274
LNGQT,AVL,II,0.360921559073031
LNGQT,AVF,II,0.2868214299157262
LNGQT,AVR,III,0.48494073789566755
LNGQT,AVL,III,0.4310107393935323
LNGQT,AVF,III,0.36356591671705246
LNGQT,AVL,AVR,0.4280838319659233
LNGQT,AVF,AVR,0.3590577833727002
LNGQT,AVF,AVL,0.2868940670415759
LNGQT,AVF,V4,0.18756942559033632
LNGQT,AVF,V5,0.17873725473880767
LNGQT,V1,V2,0.25616987150162457
LNGQT,V1,V3,0.2712284746393561
LNGQT,V1,V4,0.21157427068799733
LNGQT,V1,V5,0.21432196874171494
LNGQT,V1,V6,0.250222095772624
LNGQT,V2,V3,0.2847076180204749
LNGQT,V2,V4,0.22737008858472108
LNGQT,V2,V5,0.218877029530704
LNGQT,V2,V6,0.26175271786749366
LNGQT,V3,V4,0.23465343095362187
LNGQT,V3,V5,0.22467998694628477
LNGQT,V3,V6,0.26535515412688254
LNGQT,V4,V5,0.1763878505304456
LNGQT,V4,V6,0.2047982830554247
LNGQT,V5,V6,0.20854807164520026
INJAS,I,II,0.28678574465215206
INJAS,I,III,0.34699828691780565
INJAS,AVR,I,0.33678109042346477
INJAS,AVL,I,0.2652537453174591
INJAS,AVF,I,0.21192248709499836
INJAS,I,V4,0.1628879749774933
INJAS,I,V5,0.15671625800430775
INJAS,II,III,0.5510298845171928
INJAS,AVR,II,0.52269551679492
INJAS,AVL,II,0.4390599569678307
INJAS,AVF,II,0.3391017836332321
INJAS,AVR,III,0.6627957262098789
INJAS,AVL,III,0.5579702568054199
INJAS,AVF,III,0.4242767537385225
INJAS,AVL,AVR,0.5075830711424351
INJAS,AVF,AVR,0.40206446759402753
INJAS,AVF,AVL,0.2976827558130026
INJAS,AVF,V4,0.16463476315140724
INJAS,AVF,V5,0.16209883227944374
INJAS,V1,V2,0.17416321389377118
INJAS,V1,V3,0.16647324934601784
INJAS,V1,V4,0.14696122415363788
INJAS,V1,V5,0.14492824107408522
INJAS,V1,V6,0.15853870958089827
INJAS,V2,V3,0.1864018815755844
INJAS,V2,V4,0.16074106127023696
INJAS,V2,V5,0.16523615561425686
INJAS,V2,V6,0.18769023209810257
INJAS,V3,V4,0.15696941584348678
INJAS,V3,V5,0.16294459208846093
INJAS,V3,V6,0.19601997531950474
INJAS,V4,V5,0.1426011574268341
INJAS,V4,V6,0.15034160360693932
INJAS,V5,V6,0.14949776381254196
INJAL,I,II,0.2652264848848184
INJAL,I,III,0.3080292510489622
INJAL,AVR,I,0.3207436499993006
INJAL,AVL,I,0.25556745866934466
INJAL,AVF,I,0.20573969577749576
INJAL,I,V4,0.16665390908718108
INJAL,I,V5,0.17304006740450859
INJAL,II,III,0.42923447251319885
INJAL,AVR,II,0.4443699488540491
INJAL,AVL,II,0.33121471554040893
INJAL,AVF,II,0.2709753818809987
INJAL,AVR,III,0.5161112556854883
INJAL,AVL,III,0.39648270035783456
INJAL,AVF,III,0.3375651851296425
INJAL,AVL,AVR,0.4094105361898741
INJAL,AVF,AVR,0.3540469461679459
INJAL,AVF,AVL,0.2500277662277222
INJAL,AVF,V4,0.16808301364382106
INJAL,AVF,V5,0.17535751427213347
INJAL,V1,V2,0.2991853830218315
INJAL,V1,V3,0.278684019446373
INJAL,V1,V4,0.24179041668772686
INJAL,V1,V5,0.23623255476355556
INJAL,V1,V6,0.27077974885702133
INJAL,V2,V3,0.30494871482253083
INJAL,V2,V4,0.25127913475036623
INJAL,V2,V5,0.2472996425628662
INJAL,V2,V6,0.2815989240507285
INJAL,V3,V4,0.224571506033341
INJAL,V3,V5,0.22671005373199782
INJAL,V3,V6,0.2614967944224676
INJAL,V4,V5,0.17645636384685837
INJAL,V4,V6,0.20809042553106946
INJAL,V5,V6,0.1949036478996277
HVOLT,I,II,0.28692284688353537
HVOLT,I,III,0.29099839329719546
HVOLT,AVR,I,0.3130204153805971
HVOLT,AVL,I,0.24975501410663128
HVOLT,AVF,I,0.25352224372327326
HVOLT,I,V4,0.22829213559627534
HVOLT,I,V5,0.22154360599815845
HVOLT,II,III,0.3661449164152145
HVOLT,AVR,II,0.37839487977325914
HVOLT,AVL,II,0.3338341671973467
HVOLT,AVF,II,0.3175201456993818
HVOLT,AVR,III,0.41214298494160173
HVOLT,AVL,III,0.37919527366757394
HVOLT,AVF,III,0.3276185451447964
HVOLT,AVL,AVR,0.3778047405183315
HVOLT,AVF,AVR,0.34099550887942315
HVOLT,AVF,AVL,0.29206499457359314
HVOLT,AVF,V4,0.21736911810934545
HVOLT,AVF,V5,0.21706669583916663
HVOLT,V1,V2,0.19587220065295696
HVOLT,V1,V3,0.2105788065493107
HVOLT,V1,V4,0.20202367849647998
HVOLT,V1,V5,0.20904549330472946
HVOLT,V1,V6,0.21701290786266328
HVOLT,V2,V3,0.208663342371583
HVOLT,V2,V4,0.20513049758970736
HVOLT,V2,V5,0.2075934800505638
HVOLT,V2,V6,0.22869998082518578
HVOLT,V3,V4,0.21035053230822087
HVOLT,V3,V5,0.2099796137213707
HVOLT,V3,V6,0.23938711360096931
HVOLT,V4,V5,0.21973550267517566
HVOLT,V4,V6,0.2232354649156332
HVOLT,V5,V6,0.24152146369218827
LVOLT,I,II,0.28757210974182407
LVOLT,I,III,0.2770660568347999
LVOLT,AVR,I,0.2671159150557859
LVOLT,AVL,I,0.2563998265138695
LVOLT,AVF,I,0.25534650153347427
LVOLT,I,V4,0.26236855185457636
LVOLT,I,V5,0.24866989853126661
LVOLT,II,III,0.32557917337332465
LVOLT,AVR,II,0.3041679285466671
LVOLT,AVL,II,0.3005388115985052
LVOLT,AVF,II,0.3013769413105079
LVOLT,AVR,III,0.2946883670134203
LVOLT,AVL,III,0.2795968885719776
LVOLT,AVF,III,0.2872461055857795
LVOLT,AVL,AVR,0.2743130071035454
LVOLT,AVF,AVR,0.2727576521464756
LVOLT,AVF,AVL,0.2543503193131515
LVOLT,AVF,V4,0.24797682289566314
LVOLT,AVF,V5,0.23681311153939796
LVOLT,V1,V2,0.26076020255684845
LVOLT,V1,V3,0.2721350540646485
LVOLT,V1,V4,0.2543720047388758
LVOLT,V1,V5,0.2407165414094925
LVOLT,V1,V6,0.2602436635111059
LVOLT,V2,V3,0.2891575273445674
LVOLT,V2,V4,0.2899069954029152
LVOLT,V2,V5,0.2710890059385981
LVOLT,V2,V6,0.2938462951779366
LVOLT,V3,V4,0.2865720910898277
LVOLT,V3,V5,0.2734331930748054
LVOLT,V3,V6,0.2986380233934947
LVOLT,V4,V5,0.27122914503727646
LVOLT,V4,V6,0.2824119261971541
LVOLT,V5,V6,0.2762858358025551
INJLA,I,II,0.17574355959892274
INJLA,I,III,0.17140773743391036
INJLA,AVR,I,0.15909712955355645
INJLA,AVL,I,0.15883786588907242
INJLA,AVF,I,0.17979772612452508
INJLA,I,V4,0.22748675122857093
INJLA,I,V5,0.17158284440636634
INJLA,II,III,0.28682670935988425
INJLA,AVR,II,0.1724421599507332
INJLA,AVL,II,0.1914204853773117
INJLA,AVF,II,0.26107004582881926
INJLA,AVR,III,0.17223044201731683
INJLA,AVL,III,0.18480776086449624
INJLA,AVF,III,0.26190749675035474
INJLA,AVL,AVR,0.15380312174558639
INJLA,AVF,AVR,0.17114080622792244
INJLA,AVF,AVL,0.18424371123313904
INJLA,AVF,V4,0.21623101741075515
INJLA,AVF,V5,0.18334216445684434
INJLA,V1,V2,0.43834051191806794
INJLA,V1,V3,0.4287529420852661
INJLA,V1,V4,0.3061039361357689
INJLA,V1,V5,0.2811759316921234
INJLA,V1,V6,0.35168713808059693
INJLA,V2,V3,0.4525785747170448
INJLA,V2,V4,0.3111684341728687
INJLA,V2,V5,0.29915218338370325
INJLA,V2,V6,0.3533055725693703
INJLA,V3,V4,0.32787207901477816
INJLA,V3,V5,0.30098940908908844
INJLA,V3,V6,0.35570386245846747
INJLA,V4,V5,0.18422085657715798
INJLA,V4,V6,0.2452068567276001
INJLA,V5,V6,0.2433484189212322
SVARR,I,II,0.26662369400262836
SVARR,I,III,0.2527603612840176
SVARR,AVR,I,0.2495769102871418
SVARR,AVL,I,0.26087679779529577
SVARR,AVF,I,0.2344231338202953
SVARR,I,V4,0.24801032936573025
SVARR,I,V5,0.23984326800704006
SVARR,II,III,0.2920638584792614
SVARR,AVR,II,0.2731159585416317
SVARR,AVL,II,0.2739413185119629
SVARR,AVF,II,0.24653566902875898
SVARR,AVR,III,0.28379071804881095
SVARR,AVL,III,0.282365972071886
SVARR,AVF,III,0.24180418935418135
SVARR,AVL,AVR,0.2650288836359978
SVARR,AVF,AVR,0.24506529369950292
SVARR,AVF,AVL,0.22934930044412608
SVARR,AVF,V4,0.23093674188852303
SVARR,AVF,V5,0.22132933753728865
SVARR,V1,V2,0.338375226855278
SVARR,V1,V3,0.33946122300624837
SVARR,V1,V4,0.28068619808554646
SVARR,V1,V5,0.2786356458663941
SVARR,V1,V6,0.3130009425878525
SVARR,V2,V3,0.35211703753471385
SVARR,V2,V4,0.30043431535363196
SVARR,V2,V5,0.29864600896835325
SVARR,V2,V6,0.31454422855377195
SVARR,V3,V4,0.3020575402379036
SVARR,V3,V5,0.3015695763528347
SVARR,V3,V6,0.32918692210316663
SVARR,V4,V5,0.25903587538003914
SVARR,V4,V6,0.2775669438242913
SVARR,V5,V6,0.272743506014347
PACE,I,II,0.3628944443166256
PACE,I,III,0.3024411343038082
PACE,AVR,I,0.28759123057127
PACE,AVL,I,0.3447153341770172
PACE,AVF,I,0.31867444902658465
PACE,I,V4,0.40687420159578325
PACE,I,V5,0.37202078551054
PACE,II,III,0.26327948063611983
PACE,AVR,II,0.2659554240107536
PACE,AVL,II,0.31702317610383035
PACE,AVF,II,0.32744712218642236
PACE,AVR,III,0.1957051110267639
PACE,AVL,III,0.23213375896215438
PACE,AVF,III,0.2558492846786976
PACE,AVL,AVR,0.21851976126432418
PACE,AVF,AVR,0.2648007220029831
PACE,AVF,AVL,0.32171480894088744
PACE,AVF,V4,0.3543887048959732
PACE,AVF,V5,0.3392691387236118
PACE,V1,V2,0.1875084614753723
PACE,V1,V3,0.21643008321523666
PACE,V1,V4,0.23925611451268197
PACE,V1,V5,0.24046055048704149
PACE,V1,V6,0.23229808628559112
PACE,V2,V3,0.22107391327619552
PACE,V2,V4,0.22412593573331832
PACE,V2,V5,0.22400638580322266
PACE,V2,V6,0.21929818883538246
PACE,V3,V4,0.31789191111922266
PACE,V3,V5,0.31263091281056404
PACE,V3,V6,0.3017481717467308
PACE,V4,V5,0.37550068259239194
PACE,V4,V6,0.34394930332899093
PACE,V5,V6,0.33599997162818906
RVH,I,II,0.28559272304177286
RVH,I,III,0.3886678947508335
RVH,AVR,I,0.4228491996228695
RVH,AVL,I,0.28000046983361243
RVH,AVF,I,0.23495415329933167
RVH,I,V4,0.17441086396574973
RVH,I,V5,0.17466537028551102
RVH,II,III,0.5148231974244117
RVH,AVR,II,0.5548024660348893
RVH,AVL,II,0.40935405641794204
RVH,AVF,II,0.2881715601682663
RVH,AVR,III,0.6363427302241326
RVH,AVL,III,0.5209920746088028
RVH,AVF,III,0.38197942286729814
RVH,AVL,AVR,0.5849512016773224
RVH,AVF,AVR,0.3801803043484688
RVH,AVF,AVL,0.2777433168888092
RVH,AVF,V4,0.17618622556328772
RVH,AVF,V5,0.17321934685111046
RVH,V1,V2,0.20454872995615006
RVH,V1,V3,0.1990029428899288
RVH,V1,V4,0.1858925537765026
RVH,V1,V5,0.18212714940309524
RVH,V1,V6,0.1920157092809677
RVH,V2,V3,0.22782017081975936
RVH,V2,V4,0.20080503568053246
RVH,V2,V5,0.201480702906847
RVH,V2,V6,0.2429978670179844
RVH,V3,V4,0.19463882580399514
RVH,V3,V5,0.1902761471271515
RVH,V3,V6,0.2254251706600189
RVH,V4,V5,0.17020316377282144
RVH,V4,V6,0.19402989476919175
RVH,V5,V6,0.18890961349010468
PMI,I,II,0.33063151210546493
PMI,I,III,0.35465070471167565
PMI,AVR,I,0.4090555328130722
PMI,AVL,I,0.3415492916107178
PMI,AVF,I,0.24483345419168473
PMI,I,V4,0.15891043871641158
PMI,I,V5,0.1635178229212761
PMI,II,III,0.46704631447792055
PMI,AVR,II,0.5046661332249641
PMI,AVL,II,0.4924604570865631
PMI,AVF,II,0.3345613943040371
PMI,AVR,III,0.4918719670176506
PMI,AVL,III,0.48785586208105086
PMI,AVF,III,0.3689202618598938
PMI,AVL,AVR,0.49817381918430326
PMI,AVF,AVR,0.37707246482372286
PMI,AVF,AVL,0.36449312075972556
PMI,AVF,V4,0.16164473980665206
PMI,AVF,V5,0.16258039087057113
PMI,V1,V2,0.13955971732735634
PMI,V1,V3,0.13997244983911514
PMI,V1,V4,0.144636510014534
PMI,V1,V5,0.1421937884390354
PMI,V1,V6,0.14027610123157502
PMI,V2,V3,0.13813680768013
PMI,V2,V4,0.14066163077950478
PMI,V2,V5,0.1397665932774544
PMI,V2,V6,0.1394997990131378
PMI,V3,V4,0.1427826227247715
PMI,V3,V5,0.14349181294441224
PMI,V3,V6,0.13901765242218972
PMI,V4,V5,0.14615607738494873
PMI,V4,V6,0.1425793908536434
PMI,V5,V6,0.1442597286403179
TAB_,I,II,0.34091817602515223
TAB_,I,III,0.32070775479078295
TAB_,AVR,I,0.2936571656167507
TAB_,AVL,I,0.35957910522818565
TAB_,AVF,I,0.2919879567623138
TAB_,I,V4,0.34933490499854086
TAB_,I,V5,0.3445506411790848
TAB_,II,III,0.25853340908885003
TAB_,AVR,II,0.23145279854536058
TAB_,AVL,II,0.30194152921438216
TAB_,AVF,II,0.257605404406786
TAB_,AVR,III,0.1855020196735859
TAB_,AVL,III,0.2661409342288971
TAB_,AVF,III,0.21793631449341774
TAB_,AVL,AVR,0.24892928794026375
TAB_,AVF,AVR,0.2158145834505558
TAB_,AVF,AVL,0.2649843013286591
TAB_,AVF,V4,0.2654735690355301
TAB_,AVF,V5,0.2581145884096622
TAB_,V1,V2,0.20333980202674865
TAB_,V1,V3,0.23205182299017907
TAB_,V1,V4,0.23210096389055251
TAB_,V1,V5,0.24055150717496873
TAB_,V1,V6,0.23084269374608993
TAB_,V2,V3,0.2758399695158005
TAB_,V2,V4,0.29057506531476973
TAB_,V2,V5,0.29548188000917436
TAB_,V2,V6,0.27150469809770583
TAB_,V3,V4,0.3027941308915615
TAB_,V3,V5,0.30778469786047935
TAB_,V3,V6,0.30960978984832765
TAB_,V4,V5,0.2845669113099575
TAB_,V4,V6,0.2900566279888153
TAB_,V5,V6,0.2843466006219387
IPLMI,I,II,0.14358691915869712
IPLMI,I,III,0.16846098273992538
IPLMI,AVR,I,0.14322790920734405
IPLMI,AVL,I,0.1780533005297184
IPLMI,AVF,I,0.16396376937627793
IPLMI,I,V4,0.2094280594587326
IPLMI,I,V5,0.1811979442834854
IPLMI,II,III,0.16547680780291557
IPLMI,AVR,II,0.1438171836733818
IPLMI,AVL,II,0.17410167440772056
IPLMI,AVF,II,0.15094269007444383
IPLMI,AVR,III,0.15638434514403343
IPLMI,AVL,III,0.1870732480287552
IPLMI,AVF,III,0.1813428744673729
IPLMI,AVL,AVR,0.16749063700437547
IPLMI,AVF,AVR,0.1490617311000824
IPLMI,AVF,AVL,0.16024611234664918
IPLMI,AVF,V4,0.22504655107855798
IPLMI,AVF,V5,0.19045126795768738
IPLMI,V1,V2,0.41181074544787405
IPLMI,V1,V3,0.3707224932312965
IPLMI,V1,V4,0.3331597624719143
IPLMI,V1,V5,0.3036903741955757
IPLMI,V1,V6,0.39028406888246536
IPLMI,V2,V3,0.3894104807078838
IPLMI,V2,V4,0.35867142215371134
IPLMI,V2,V5,0.3181420135498047
IPLMI,V2,V6,0.3950510440766811
IPLMI,V3,V4,0.3612912231683731
IPLMI,V3,V5,0.31785595074295997
IPLMI,V3,V6,0.3943252444267273
IPLMI,V4,V5,0.26558677703142164
IPLMI,V4,V6,0.30415077179670336
IPLMI,V5,V6,0.302082259953022
ISCAN,I,II,0.1561519856750965
ISCAN,I,III,0.1530264949798584
ISCAN,AVR,I,0.15175857439637183
ISCAN,AVL,I,0.15024902790784836
ISCAN,AVF,I,0.16567402437329293
ISCAN,I,V4,0.16711108803749083
ISCAN,I,V5,0.16650082439184188
ISCAN,II,III,0.1445404140651226
ISCAN,AVR,II,0.14380405560135842
ISCAN,AVL,II,0.1471675144135952
ISCAN,AVF,II,0.15349890738725663
ISCAN,AVR,III,0.14519521579146386
ISCAN,AVL,III,0.14751105815172194
ISCAN,AVF,III,0.1492997834086418
ISCAN,AVL,AVR,0.15008758172392844
ISCAN,AVF,AVR,0.14928033262491225
ISCAN,AVF,AVL,0.15573451831936835
ISCAN,AVF,V4,0.16430651858448983
ISCAN,AVF,V5,0.17011962115764617
ISCAN,V1,V2,0.48743932276964186
ISCAN,V1,V3,0.48571676790714263
ISCAN,V1,V4,0.3870547693967819
ISCAN,V1,V5,0.36657009690999987
ISCAN,V1,V6,0.40897177666425705
ISCAN,V2,V3,0.47938007235527036
ISCAN,V2,V4,0.38657863810658455
ISCAN,V2,V5,0.34613060563802717
ISCAN,V2,V6,0.4068941244482994
ISCAN,V3,V4,0.4111354511976242
ISCAN,V3,V5,0.3856793788075447
ISCAN,V3,V6,0.43204047948122026
ISCAN,V4,V5,0.29389228254556654
ISCAN,V4,V6,0.3689685633778572
ISCAN,V5,V6,0.35138139232993126
